id,label
50714,truck
50715,frog
50716,bird
50717,cat
50718,frog
50719,frog
50720,automobile
50721,airplane
50722,dog
50723,truck
50724,dog
50725,dog
50726,horse
50727,ship
50728,frog
50729,horse
50730,bird
50731,dog
50732,deer
50733,bird
50734,cat
50735,automobile
50736,cat
50737,frog
50738,ship
50739,deer
50740,deer
50741,frog
50742,airplane
50743,cat
50744,horse
50745,frog
50746,cat
50747,ship
50748,frog
50749,dog
50750,bird
50751,truck
50752,ship
50753,bird
50754,bird
50755,airplane
50756,airplane
50757,horse
50758,automobile
50759,dog
50760,bird
50761,airplane
50762,frog
50763,ship
50764,horse
50765,airplane
50766,bird
50767,airplane
50768,airplane
50769,deer
50770,frog
50771,dog
50772,frog
50773,airplane
50774,horse
50775,airplane
50776,cat
50777,horse
50778,deer
50779,frog
50780,airplane
50781,dog
50782,automobile
50783,automobile
50784,airplane
50785,frog
50786,deer
50787,dog
50788,ship
50789,cat
50790,dog
50791,frog
50792,ship
50793,truck
50794,automobile
50795,automobile
50796,frog
50797,bird
50798,cat
50799,airplane
50800,deer
50801,dog
50802,dog
50803,frog
50804,cat
50805,frog
50806,bird
50807,deer
50808,airplane
50809,bird
50810,deer
50811,horse
50812,airplane
50813,horse
50814,automobile
50815,frog
50816,horse
50817,bird
50818,airplane
50819,ship
50820,cat
50821,bird
50822,automobile
50823,ship
50824,airplane
50825,cat
50826,airplane
50827,truck
50828,dog
50829,bird
50830,airplane
50831,cat
50832,dog
50833,dog
50834,frog
50835,cat
50836,cat
50837,cat
50838,deer
50839,dog
50840,ship
50841,bird
50842,frog
50843,automobile
50844,horse
50845,bird
50846,automobile
50847,bird
50848,airplane
50849,airplane
50850,frog
50851,bird
50852,airplane
50853,automobile
50854,automobile
50855,cat
50856,airplane
50857,horse
50858,dog
50859,automobile
50860,truck
50861,dog
50862,dog
50863,bird
50864,deer
50865,dog
50866,frog
50867,ship
50868,bird
50869,frog
50870,bird
50871,dog
50872,airplane
50873,frog
50874,ship
50875,horse
50876,dog
50877,deer
50878,automobile
50879,bird
50880,frog
50881,automobile
50882,airplane
50883,frog
50884,cat
50885,truck
50886,bird
50887,frog
50888,ship
50889,dog
50890,dog
50891,airplane
50892,deer
50893,ship
50894,horse
50895,dog
50896,ship
50897,ship
50898,automobile
50899,frog
50900,horse
50901,truck
50902,automobile
50903,bird
50904,deer
50905,horse
50906,automobile
50907,frog
50908,dog
50909,frog
50910,horse
50911,deer
50912,ship
50913,dog
50914,dog
50915,frog
50916,deer
50917,cat
50918,cat
50919,airplane
50920,deer
50921,horse
50922,horse
50923,truck
50924,cat
50925,horse
50926,frog
50927,ship
50928,frog
50929,horse
50930,dog
50931,airplane
50932,horse
50933,automobile
50934,airplane
50935,airplane
50936,frog
50937,horse
50938,bird
50939,ship
50940,cat
50941,frog
50942,cat
50943,frog
50944,horse
50945,bird
50946,automobile
50947,automobile
50948,deer
50949,deer
50950,airplane
50951,cat
50952,bird
50953,cat
50954,airplane
50955,horse
50956,frog
50957,horse
50958,automobile
50959,dog
50960,automobile
50961,airplane
50962,bird
50963,truck
50964,frog
50965,frog
50966,frog
50967,airplane
50968,horse
50969,ship
50970,dog
50971,bird
50972,dog
50973,bird
50974,automobile
50975,deer
50976,dog
50977,cat
50978,frog
50979,frog
50980,deer
50981,frog
50982,deer
50983,horse
50984,horse
50985,dog
50986,deer
50987,dog
50988,horse
50989,frog
50990,bird
50991,dog
50992,horse
50993,dog
50994,bird
50995,horse
50996,truck
50997,airplane
50998,horse
50999,frog
51000,bird
51001,deer
51002,bird
51003,airplane
51004,automobile
51005,airplane
51006,frog
51007,truck
51008,horse
51009,frog
51010,truck
51011,cat
51012,frog
51013,truck
51014,dog
51015,deer
51016,truck
51017,cat
51018,airplane
51019,dog
51020,dog
51021,cat
51022,cat
51023,ship
51024,cat
51025,automobile
51026,automobile
51027,frog
51028,frog
51029,bird
51030,dog
51031,airplane
51032,airplane
51033,frog
51034,bird
51035,dog
51036,cat
51037,cat
51038,truck
51039,frog
51040,frog
51041,automobile
51042,bird
51043,horse
51044,deer
51045,dog
51046,bird
51047,dog
51048,horse
51049,bird
51050,deer
51051,ship
51052,deer
51053,airplane
51054,cat
51055,horse
51056,ship
51057,frog
51058,automobile
51059,frog
51060,cat
51061,cat
51062,ship
51063,airplane
51064,airplane
51065,airplane
51066,frog
51067,horse
51068,cat
51069,horse
51070,frog
51071,frog
51072,dog
51073,horse
51074,bird
51075,frog
51076,dog
51077,bird
51078,frog
51079,truck
51080,cat
51081,truck
51082,truck
51083,truck
51084,cat
51085,automobile
51086,bird
51087,ship
51088,cat
51089,bird
51090,frog
51091,dog
51092,bird
51093,airplane
51094,truck
51095,ship
51096,cat
51097,bird
51098,dog
51099,airplane
51100,ship
51101,horse
51102,dog
51103,automobile
51104,deer
51105,truck
51106,bird
51107,dog
51108,airplane
51109,horse
51110,ship
51111,automobile
51112,airplane
51113,bird
51114,bird
51115,cat
51116,frog
51117,frog
51118,cat
51119,frog
51120,frog
51121,cat
51122,automobile
51123,frog
51124,cat
51125,deer
51126,truck
51127,dog
51128,bird
51129,dog
51130,frog
51131,frog
51132,ship
51133,cat
51134,bird
51135,airplane
51136,airplane
51137,bird
51138,cat
51139,automobile
51140,truck
51141,frog
51142,bird
51143,truck
51144,frog
51145,frog
51146,frog
51147,frog
51148,bird
51149,airplane
51150,ship
51151,truck
51152,bird
51153,frog
51154,bird
51155,automobile
51156,airplane
51157,horse
51158,automobile
51159,dog
51160,airplane
51161,airplane
51162,automobile
51163,horse
51164,horse
51165,frog
51166,cat
51167,deer
51168,frog
51169,airplane
51170,horse
51171,horse
51172,dog
51173,bird
51174,cat
51175,cat
51176,frog
51177,frog
51178,frog
51179,ship
51180,frog
51181,airplane
51182,ship
51183,dog
51184,ship
51185,cat
51186,cat
51187,truck
51188,cat
51189,horse
51190,frog
51191,truck
51192,ship
51193,frog
51194,automobile
51195,truck
51196,dog
51197,ship
51198,cat
51199,automobile
51200,frog
51201,bird
51202,dog
51203,horse
51204,horse
51205,airplane
51206,truck
51207,cat
51208,automobile
51209,airplane
51210,automobile
51211,ship
51212,frog
51213,cat
51214,truck
51215,ship
51216,bird
51217,horse
51218,deer
51219,airplane
51220,ship
51221,dog
51222,bird
51223,truck
51224,deer
51225,frog
51226,truck
51227,frog
51228,cat
51229,deer
51230,bird
51231,bird
51232,dog
51233,horse
51234,ship
51235,horse
51236,frog
51237,frog
51238,ship
51239,bird
51240,horse
51241,ship
51242,truck
51243,automobile
51244,automobile
51245,truck
51246,ship
51247,bird
51248,horse
51249,cat
51250,dog
51251,airplane
51252,automobile
51253,bird
51254,dog
51255,ship
51256,truck
51257,airplane
51258,dog
51259,cat
51260,bird
51261,horse
51262,horse
51263,bird
51264,frog
51265,ship
51266,airplane
51267,airplane
51268,airplane
51269,cat
51270,bird
51271,deer
51272,frog
51273,ship
51274,dog
51275,dog
51276,truck
51277,cat
51278,dog
51279,ship
51280,automobile
51281,truck
51282,deer
51283,dog
51284,deer
51285,ship
51286,frog
51287,deer
51288,horse
51289,dog
51290,horse
51291,automobile
51292,airplane
51293,ship
51294,bird
51295,cat
51296,ship
51297,horse
51298,airplane
51299,horse
51300,bird
51301,horse
51302,horse
51303,truck
51304,cat
51305,dog
51306,cat
51307,deer
51308,horse
51309,airplane
51310,dog
51311,bird
51312,horse
51313,cat
51314,airplane
51315,dog
51316,bird
51317,horse
51318,airplane
51319,horse
51320,automobile
51321,bird
51322,bird
51323,horse
51324,cat
51325,dog
51326,bird
51327,deer
51328,deer
51329,bird
51330,frog
51331,truck
51332,automobile
51333,frog
51334,horse
51335,truck
51336,airplane
51337,bird
51338,cat
51339,airplane
51340,truck
51341,frog
51342,cat
51343,frog
51344,ship
51345,frog
51346,truck
51347,frog
51348,bird
51349,cat
51350,frog
51351,dog
51352,bird
51353,frog
51354,deer
51355,bird
51356,cat
51357,bird
51358,frog
51359,truck
51360,bird
51361,bird
51362,frog
51363,truck
51364,bird
51365,airplane
51366,cat
51367,airplane
51368,dog
51369,cat
51370,deer
51371,airplane
51372,ship
51373,ship
51374,ship
51375,bird
51376,bird
51377,truck
51378,truck
51379,dog
51380,frog
51381,bird
51382,horse
51383,truck
51384,airplane
51385,deer
51386,horse
51387,deer
51388,airplane
51389,bird
51390,bird
51391,bird
51392,truck
51393,dog
51394,ship
51395,deer
51396,ship
51397,ship
51398,ship
51399,frog
51400,deer
51401,bird
51402,truck
51403,dog
51404,dog
51405,truck
51406,ship
51407,dog
51408,ship
51409,automobile
51410,automobile
51411,ship
51412,deer
51413,frog
51414,ship
51415,bird
51416,frog
51417,frog
51418,horse
51419,cat
51420,airplane
51421,bird
51422,airplane
51423,bird
51424,bird
51425,horse
51426,automobile
51427,deer
51428,bird
51429,dog
51430,airplane
51431,deer
51432,dog
51433,horse
51434,deer
51435,dog
51436,airplane
51437,bird
51438,cat
51439,horse
51440,deer
51441,airplane
51442,deer
51443,airplane
51444,horse
51445,automobile
51446,horse
51447,frog
51448,horse
51449,deer
51450,airplane
51451,dog
51452,bird
51453,dog
51454,bird
51455,cat
51456,dog
51457,frog
51458,automobile
51459,cat
51460,dog
51461,automobile
51462,frog
51463,cat
51464,cat
51465,automobile
51466,frog
51467,horse
51468,horse
51469,airplane
51470,airplane
51471,airplane
51472,dog
51473,cat
51474,frog
51475,bird
51476,horse
51477,airplane
51478,frog
51479,deer
51480,horse
51481,deer
51482,bird
51483,truck
51484,cat
51485,horse
51486,horse
51487,horse
51488,frog
51489,dog
51490,dog
51491,airplane
51492,dog
51493,dog
51494,cat
51495,dog
51496,dog
51497,automobile
51498,dog
51499,horse
51500,automobile
51501,frog
51502,cat
51503,airplane
51504,automobile
51505,deer
51506,automobile
51507,truck
51508,automobile
51509,ship
51510,bird
51511,airplane
51512,horse
51513,frog
51514,deer
51515,horse
51516,cat
51517,horse
51518,horse
51519,bird
51520,frog
51521,airplane
51522,bird
51523,airplane
51524,airplane
51525,cat
51526,frog
51527,bird
51528,dog
51529,bird
51530,frog
51531,horse
51532,horse
51533,horse
51534,frog
51535,frog
51536,airplane
51537,bird
51538,cat
51539,bird
51540,dog
51541,cat
51542,frog
51543,bird
51544,airplane
51545,frog
51546,automobile
51547,deer
51548,dog
51549,bird
51550,bird
51551,bird
51552,ship
51553,truck
51554,bird
51555,cat
51556,bird
51557,cat
51558,dog
51559,ship
51560,airplane
51561,airplane
51562,deer
51563,dog
51564,horse
51565,airplane
51566,truck
51567,frog
51568,airplane
51569,frog
51570,horse
51571,cat
51572,truck
51573,truck
51574,bird
51575,deer
51576,automobile
51577,cat
51578,cat
51579,deer
51580,horse
51581,automobile
51582,frog
51583,automobile
51584,airplane
51585,truck
51586,frog
51587,dog
51588,frog
51589,airplane
51590,horse
51591,automobile
51592,frog
51593,dog
51594,bird
51595,airplane
51596,dog
51597,ship
51598,cat
51599,bird
51600,cat
51601,frog
51602,horse
51603,bird
51604,dog
51605,horse
51606,ship
51607,cat
51608,truck
51609,bird
51610,deer
51611,cat
51612,airplane
51613,airplane
51614,ship
51615,dog
51616,dog
51617,airplane
51618,bird
51619,automobile
51620,cat
51621,frog
51622,automobile
51623,ship
51624,frog
51625,bird
51626,ship
51627,frog
51628,ship
51629,frog
51630,frog
51631,frog
51632,cat
51633,dog
51634,frog
51635,cat
51636,bird
51637,truck
51638,bird
51639,frog
51640,bird
51641,airplane
51642,horse
51643,airplane
51644,cat
51645,frog
51646,airplane
51647,horse
51648,bird
51649,horse
51650,bird
51651,frog
51652,bird
51653,truck
51654,airplane
51655,horse
51656,dog
51657,automobile
51658,airplane
51659,truck
51660,airplane
51661,truck
51662,ship
51663,cat
51664,deer
51665,airplane
51666,airplane
51667,frog
51668,automobile
51669,frog
51670,airplane
51671,airplane
51672,airplane
51673,frog
51674,cat
51675,automobile
51676,airplane
51677,dog
51678,dog
51679,frog
51680,bird
51681,cat
51682,automobile
51683,airplane
51684,frog
51685,dog
51686,airplane
51687,truck
51688,bird
51689,frog
51690,dog
51691,dog
51692,bird
51693,bird
51694,bird
51695,horse
51696,frog
51697,automobile
51698,airplane
51699,frog
51700,airplane
51701,truck
51702,airplane
51703,frog
51704,horse
51705,bird
51706,cat
51707,cat
51708,automobile
51709,truck
51710,bird
51711,automobile
51712,automobile
51713,airplane
51714,frog
51715,deer
51716,horse
51717,frog
51718,ship
51719,bird
51720,cat
51721,dog
51722,frog
51723,frog
51724,airplane
51725,bird
51726,frog
51727,dog
51728,truck
51729,frog
51730,dog
51731,dog
51732,airplane
51733,frog
51734,dog
51735,frog
51736,dog
51737,bird
51738,horse
51739,frog
51740,ship
51741,ship
51742,ship
51743,horse
51744,cat
51745,bird
51746,cat
51747,cat
51748,ship
51749,ship
51750,dog
51751,truck
51752,cat
51753,truck
51754,truck
51755,automobile
51756,airplane
51757,ship
51758,ship
51759,dog
51760,cat
51761,bird
51762,frog
51763,truck
51764,airplane
51765,cat
51766,horse
51767,cat
51768,truck
51769,dog
51770,deer
51771,cat
51772,airplane
51773,airplane
51774,automobile
51775,horse
51776,cat
51777,cat
51778,deer
51779,frog
51780,airplane
51781,airplane
51782,ship
51783,airplane
51784,frog
51785,deer
51786,bird
51787,horse
51788,dog
51789,ship
51790,airplane
51791,bird
51792,horse
51793,automobile
51794,ship
51795,ship
51796,airplane
51797,bird
51798,cat
51799,cat
51800,airplane
51801,automobile
51802,ship
51803,bird
51804,bird
51805,deer
51806,frog
51807,frog
51808,dog
51809,dog
51810,cat
51811,airplane
51812,dog
51813,horse
51814,cat
51815,automobile
51816,automobile
51817,ship
51818,bird
51819,horse
51820,airplane
51821,dog
51822,horse
51823,bird
51824,cat
51825,airplane
51826,bird
51827,deer
51828,bird
51829,automobile
51830,frog
51831,ship
51832,airplane
51833,automobile
51834,truck
51835,frog
51836,horse
51837,automobile
51838,deer
51839,horse
51840,cat
51841,cat
51842,airplane
51843,cat
51844,automobile
51845,truck
51846,deer
51847,dog
51848,airplane
51849,deer
51850,bird
51851,bird
51852,bird
51853,bird
51854,automobile
51855,bird
51856,truck
51857,airplane
51858,dog
51859,frog
51860,horse
51861,automobile
51862,deer
51863,frog
51864,frog
51865,airplane
51866,dog
51867,ship
51868,ship
51869,bird
51870,deer
51871,airplane
51872,dog
51873,dog
51874,dog
51875,automobile
51876,cat
51877,bird
51878,truck
51879,dog
51880,frog
51881,horse
51882,truck
51883,cat
51884,automobile
51885,horse
51886,automobile
51887,airplane
51888,frog
51889,deer
51890,airplane
51891,frog
51892,bird
51893,frog
51894,airplane
51895,bird
51896,deer
51897,horse
51898,frog
51899,cat
51900,cat
51901,airplane
51902,airplane
51903,ship
51904,frog
51905,ship
51906,bird
51907,ship
51908,automobile
51909,deer
51910,cat
51911,truck
51912,horse
51913,frog
51914,horse
51915,cat
51916,bird
51917,airplane
51918,horse
51919,frog
51920,airplane
51921,automobile
51922,horse
51923,frog
51924,bird
51925,horse
51926,frog
51927,automobile
51928,airplane
51929,cat
51930,frog
51931,airplane
51932,ship
51933,bird
51934,truck
51935,frog
51936,dog
51937,cat
51938,cat
51939,frog
51940,airplane
51941,ship
51942,dog
51943,bird
51944,dog
51945,horse
51946,deer
51947,dog
51948,bird
51949,bird
51950,frog
51951,dog
51952,bird
51953,deer
51954,airplane
51955,horse
51956,airplane
51957,truck
51958,horse
51959,ship
51960,frog
51961,horse
51962,automobile
51963,airplane
51964,ship
51965,truck
51966,horse
51967,deer
51968,frog
51969,ship
51970,airplane
51971,frog
51972,airplane
51973,dog
51974,bird
51975,airplane
51976,ship
51977,airplane
51978,automobile
51979,airplane
51980,automobile
51981,cat
51982,horse
51983,cat
51984,deer
51985,cat
51986,airplane
51987,dog
51988,dog
51989,cat
51990,airplane
51991,deer
51992,dog
51993,truck
51994,deer
51995,automobile
51996,deer
51997,automobile
51998,truck
51999,ship
52000,bird
52001,deer
52002,bird
52003,horse
52004,airplane
52005,automobile
52006,cat
52007,frog
52008,horse
52009,dog
52010,dog
52011,cat
52012,truck
52013,airplane
52014,cat
52015,airplane
52016,dog
52017,frog
52018,bird
52019,ship
52020,bird
52021,truck
52022,automobile
52023,ship
52024,airplane
52025,airplane
52026,frog
52027,frog
52028,dog
52029,ship
52030,dog
52031,frog
52032,truck
52033,frog
52034,airplane
52035,bird
52036,automobile
52037,airplane
52038,truck
52039,automobile
52040,cat
52041,frog
52042,ship
52043,cat
52044,frog
52045,dog
52046,bird
52047,frog
52048,automobile
52049,ship
52050,bird
52051,frog
52052,horse
52053,deer
52054,frog
52055,truck
52056,horse
52057,automobile
52058,airplane
52059,dog
52060,ship
52061,bird
52062,frog
52063,cat
52064,cat
52065,airplane
52066,deer
52067,cat
52068,bird
52069,horse
52070,bird
52071,dog
52072,bird
52073,automobile
52074,truck
52075,truck
52076,bird
52077,automobile
52078,horse
52079,frog
52080,deer
52081,bird
52082,ship
52083,dog
52084,automobile
52085,automobile
52086,automobile
52087,cat
52088,dog
52089,automobile
52090,airplane
52091,airplane
52092,frog
52093,cat
52094,dog
52095,horse
52096,deer
52097,ship
52098,frog
52099,dog
52100,frog
52101,frog
52102,airplane
52103,automobile
52104,dog
52105,cat
52106,dog
52107,dog
52108,horse
52109,ship
52110,deer
52111,horse
52112,horse
52113,dog
52114,truck
52115,frog
52116,frog
52117,horse
52118,cat
52119,ship
52120,deer
52121,cat
52122,airplane
52123,airplane
52124,airplane
52125,automobile
52126,bird
52127,ship
52128,automobile
52129,deer
52130,bird
52131,horse
52132,frog
52133,truck
52134,dog
52135,bird
52136,horse
52137,ship
52138,frog
52139,bird
52140,airplane
52141,dog
52142,dog
52143,dog
52144,bird
52145,deer
52146,truck
52147,frog
52148,horse
52149,frog
52150,horse
52151,cat
52152,cat
52153,dog
52154,frog
52155,truck
52156,frog
52157,ship
52158,cat
52159,frog
52160,dog
52161,cat
52162,bird
52163,ship
52164,frog
52165,automobile
52166,frog
52167,truck
52168,ship
52169,bird
52170,cat
52171,truck
52172,automobile
52173,horse
52174,cat
52175,cat
52176,cat
52177,automobile
52178,dog
52179,ship
52180,frog
52181,dog
52182,dog
52183,bird
52184,horse
52185,ship
52186,cat
52187,airplane
52188,airplane
52189,bird
52190,frog
52191,horse
52192,ship
52193,frog
52194,airplane
52195,ship
52196,frog
52197,ship
52198,airplane
52199,airplane
52200,dog
52201,ship
52202,frog
52203,airplane
52204,frog
52205,cat
52206,frog
52207,frog
52208,automobile
52209,cat
52210,dog
52211,cat
52212,frog
52213,airplane
52214,bird
52215,cat
52216,ship
52217,frog
52218,ship
52219,ship
52220,dog
52221,frog
52222,truck
52223,bird
52224,truck
52225,truck
52226,cat
52227,dog
52228,truck
52229,automobile
52230,truck
52231,automobile
52232,bird
52233,cat
52234,deer
52235,cat
52236,airplane
52237,frog
52238,deer
52239,bird
52240,cat
52241,ship
52242,frog
52243,dog
52244,cat
52245,dog
52246,cat
52247,truck
52248,airplane
52249,automobile
52250,horse
52251,horse
52252,airplane
52253,bird
52254,bird
52255,airplane
52256,frog
52257,dog
52258,ship
52259,dog
52260,automobile
52261,dog
52262,cat
52263,automobile
52264,deer
52265,cat
52266,airplane
52267,airplane
52268,airplane
52269,bird
52270,automobile
52271,frog
52272,cat
52273,bird
52274,ship
52275,ship
52276,dog
52277,bird
52278,cat
52279,bird
52280,frog
52281,cat
52282,ship
52283,airplane
52284,dog
52285,ship
52286,cat
52287,truck
52288,horse
52289,automobile
52290,cat
52291,airplane
52292,deer
52293,truck
52294,bird
52295,dog
52296,dog
52297,bird
52298,airplane
52299,frog
52300,airplane
52301,horse
52302,cat
52303,automobile
52304,ship
52305,deer
52306,ship
52307,bird
52308,cat
52309,frog
52310,airplane
52311,airplane
52312,ship
52313,truck
52314,deer
52315,dog
52316,automobile
52317,airplane
52318,bird
52319,bird
52320,truck
52321,cat
52322,airplane
52323,deer
52324,deer
52325,dog
52326,cat
52327,dog
52328,airplane
52329,automobile
52330,bird
52331,cat
52332,bird
52333,bird
52334,bird
52335,deer
52336,cat
52337,dog
52338,horse
52339,frog
52340,horse
52341,truck
52342,frog
52343,deer
52344,bird
52345,dog
52346,airplane
52347,automobile
52348,deer
52349,automobile
52350,airplane
52351,frog
52352,cat
52353,cat
52354,dog
52355,horse
52356,airplane
52357,cat
52358,truck
52359,horse
52360,ship
52361,frog
52362,horse
52363,ship
52364,dog
52365,airplane
52366,dog
52367,frog
52368,frog
52369,frog
52370,ship
52371,dog
52372,truck
52373,horse
52374,bird
52375,horse
52376,bird
52377,airplane
52378,airplane
52379,ship
52380,airplane
52381,bird
52382,dog
52383,truck
52384,deer
52385,horse
52386,ship
52387,dog
52388,horse
52389,automobile
52390,ship
52391,automobile
52392,frog
52393,truck
52394,airplane
52395,airplane
52396,horse
52397,automobile
52398,automobile
52399,airplane
52400,bird
52401,cat
52402,truck
52403,cat
52404,cat
52405,bird
52406,horse
52407,frog
52408,airplane
52409,cat
52410,automobile
52411,automobile
52412,automobile
52413,dog
52414,bird
52415,automobile
52416,frog
52417,frog
52418,cat
52419,horse
52420,ship
52421,automobile
52422,bird
52423,frog
52424,bird
52425,bird
52426,frog
52427,frog
52428,horse
52429,horse
52430,bird
52431,airplane
52432,deer
52433,horse
52434,cat
52435,automobile
52436,bird
52437,cat
52438,automobile
52439,dog
52440,horse
52441,cat
52442,dog
52443,horse
52444,frog
52445,automobile
52446,cat
52447,airplane
52448,airplane
52449,frog
52450,bird
52451,bird
52452,airplane
52453,cat
52454,ship
52455,airplane
52456,bird
52457,airplane
52458,cat
52459,frog
52460,airplane
52461,horse
52462,truck
52463,frog
52464,horse
52465,frog
52466,deer
52467,frog
52468,horse
52469,cat
52470,deer
52471,ship
52472,truck
52473,automobile
52474,cat
52475,airplane
52476,dog
52477,cat
52478,horse
52479,airplane
52480,cat
52481,cat
52482,bird
52483,horse
52484,horse
52485,bird
52486,frog
52487,horse
52488,horse
52489,airplane
52490,frog
52491,ship
52492,horse
52493,frog
52494,horse
52495,airplane
52496,horse
52497,deer
52498,cat
52499,dog
52500,horse
52501,deer
52502,bird
52503,horse
52504,frog
52505,ship
52506,dog
52507,bird
52508,cat
52509,horse
52510,airplane
52511,airplane
52512,cat
52513,horse
52514,truck
52515,airplane
52516,bird
52517,ship
52518,airplane
52519,cat
52520,cat
52521,truck
52522,frog
52523,horse
52524,automobile
52525,bird
52526,horse
52527,airplane
52528,truck
52529,dog
52530,ship
52531,horse
52532,cat
52533,automobile
52534,airplane
52535,deer
52536,truck
52537,dog
52538,airplane
52539,airplane
52540,frog
52541,ship
52542,truck
52543,frog
52544,bird
52545,ship
52546,ship
52547,ship
52548,automobile
52549,horse
52550,dog
52551,truck
52552,horse
52553,bird
52554,cat
52555,horse
52556,deer
52557,truck
52558,deer
52559,truck
52560,dog
52561,frog
52562,frog
52563,truck
52564,horse
52565,dog
52566,ship
52567,automobile
52568,cat
52569,horse
52570,cat
52571,deer
52572,frog
52573,automobile
52574,dog
52575,cat
52576,frog
52577,frog
52578,truck
52579,horse
52580,bird
52581,frog
52582,airplane
52583,deer
52584,truck
52585,truck
52586,ship
52587,deer
52588,ship
52589,frog
52590,truck
52591,frog
52592,truck
52593,truck
52594,horse
52595,deer
52596,airplane
52597,automobile
52598,bird
52599,airplane
52600,bird
52601,airplane
52602,deer
52603,horse
52604,bird
52605,airplane
52606,airplane
52607,truck
52608,automobile
52609,frog
52610,frog
52611,cat
52612,frog
52613,airplane
52614,bird
52615,cat
52616,horse
52617,deer
52618,ship
52619,cat
52620,automobile
52621,dog
52622,cat
52623,frog
52624,frog
52625,truck
52626,airplane
52627,frog
52628,frog
52629,dog
52630,bird
52631,automobile
52632,ship
52633,airplane
52634,cat
52635,airplane
52636,horse
52637,dog
52638,cat
52639,frog
52640,cat
52641,airplane
52642,cat
52643,frog
52644,frog
52645,ship
52646,frog
52647,truck
52648,frog
52649,cat
52650,bird
52651,airplane
52652,airplane
52653,frog
52654,cat
52655,airplane
52656,airplane
52657,airplane
52658,dog
52659,ship
52660,cat
52661,cat
52662,dog
52663,frog
52664,horse
52665,deer
52666,airplane
52667,frog
52668,ship
52669,truck
52670,bird
52671,airplane
52672,dog
52673,horse
52674,automobile
52675,bird
52676,bird
52677,automobile
52678,frog
52679,bird
52680,deer
52681,bird
52682,ship
52683,dog
52684,airplane
52685,automobile
52686,frog
52687,ship
52688,ship
52689,frog
52690,ship
52691,truck
52692,horse
52693,deer
52694,truck
52695,frog
52696,horse
52697,horse
52698,dog
52699,ship
52700,ship
52701,airplane
52702,automobile
52703,cat
52704,ship
52705,dog
52706,airplane
52707,ship
52708,bird
52709,bird
52710,ship
52711,horse
52712,cat
52713,frog
52714,cat
52715,airplane
52716,frog
52717,cat
52718,bird
52719,deer
52720,horse
52721,frog
52722,dog
52723,frog
52724,cat
52725,airplane
52726,cat
52727,deer
52728,frog
52729,bird
52730,frog
52731,airplane
52732,ship
52733,bird
52734,frog
52735,airplane
52736,automobile
52737,dog
52738,airplane
52739,dog
52740,dog
52741,frog
52742,truck
52743,ship
52744,automobile
52745,ship
52746,dog
52747,automobile
52748,frog
52749,dog
52750,cat
52751,dog
52752,deer
52753,cat
52754,cat
52755,frog
52756,bird
52757,airplane
52758,bird
52759,cat
52760,ship
52761,cat
52762,airplane
52763,truck
52764,airplane
52765,frog
52766,cat
52767,bird
52768,bird
52769,frog
52770,airplane
52771,ship
52772,frog
52773,automobile
52774,airplane
52775,airplane
52776,airplane
52777,cat
52778,dog
52779,dog
52780,airplane
52781,cat
52782,horse
52783,automobile
52784,airplane
52785,ship
52786,airplane
52787,airplane
52788,frog
52789,truck
52790,automobile
52791,ship
52792,horse
52793,frog
52794,automobile
52795,horse
52796,bird
52797,cat
52798,horse
52799,deer
52800,truck
52801,dog
52802,bird
52803,airplane
52804,cat
52805,dog
52806,frog
52807,dog
52808,frog
52809,bird
52810,horse
52811,truck
52812,bird
52813,frog
52814,frog
52815,ship
52816,airplane
52817,automobile
52818,airplane
52819,frog
52820,ship
52821,automobile
52822,bird
52823,frog
52824,bird
52825,cat
52826,horse
52827,dog
52828,bird
52829,ship
52830,bird
52831,truck
52832,bird
52833,cat
52834,automobile
52835,airplane
52836,cat
52837,airplane
52838,ship
52839,frog
52840,frog
52841,airplane
52842,frog
52843,deer
52844,cat
52845,airplane
52846,cat
52847,frog
52848,frog
52849,truck
52850,dog
52851,horse
52852,ship
52853,horse
52854,bird
52855,horse
52856,bird
52857,frog
52858,ship
52859,airplane
52860,frog
52861,dog
52862,frog
52863,frog
52864,bird
52865,airplane
52866,ship
52867,automobile
52868,cat
52869,bird
52870,truck
52871,cat
52872,horse
52873,deer
52874,frog
52875,airplane
52876,airplane
52877,ship
52878,frog
52879,deer
52880,cat
52881,bird
52882,cat
52883,ship
52884,deer
52885,automobile
52886,frog
52887,horse
52888,frog
52889,airplane
52890,ship
52891,airplane
52892,frog
52893,automobile
52894,frog
52895,dog
52896,frog
52897,ship
52898,horse
52899,truck
52900,truck
52901,airplane
52902,frog
52903,airplane
52904,horse
52905,airplane
52906,bird
52907,cat
52908,dog
52909,automobile
52910,automobile
52911,truck
52912,frog
52913,ship
52914,frog
52915,automobile
52916,dog
52917,cat
52918,bird
52919,airplane
52920,deer
52921,deer
52922,truck
52923,bird
52924,frog
52925,horse
52926,bird
52927,ship
52928,bird
52929,deer
52930,ship
52931,automobile
52932,automobile
52933,truck
52934,deer
52935,airplane
52936,airplane
52937,dog
52938,cat
52939,horse
52940,ship
52941,dog
52942,deer
52943,dog
52944,truck
52945,horse
52946,bird
52947,dog
52948,bird
52949,truck
52950,frog
52951,ship
52952,bird
52953,deer
52954,bird
52955,airplane
52956,airplane
52957,ship
52958,airplane
52959,cat
52960,cat
52961,airplane
52962,ship
52963,frog
52964,ship
52965,horse
52966,dog
52967,horse
